Subject,Sequence,Trial,SetSize,UpdateSwitch,Updating,isRecall,Stim,Side,itemSw,RT,recall_RT,ACC,recall_ACC
27166,0,1,1,repeat,update,0,o,NA,NA,1294,NA,1,1
27166,0,2,1,repeat,update,1,o,NA,NA,1294,1840,NA,1
27166,1,1,1,repeat,update,0,o,NA,NA,677,NA,1,1
27166,1,2,1,repeat,update,0,o,NA,NA,616,NA,1,1
27166,1,3,1,switch,no_update,0,o,NA,NA,586,NA,1,1
27166,1,4,1,switch,update,0,o,NA,NA,641,NA,1,1
27166,1,5,1,switch,no_update,0,x,NA,NA,625,NA,1,1
27166,1,6,1,switch,update,0,x,NA,NA,882,NA,1,1
27166,1,7,1,switch,no_update,0,x,NA,NA,947,NA,1,1
27166,1,8,1,repeat,no_update,0,x,NA,NA,423,NA,1,1
27166,1,9,1,repeat,no_update,1,x,NA,NA,423,1149,NA,1
27166,2,1,1,repeat,update,0,o,NA,NA,1326,NA,1,1
27166,2,2,1,repeat,update,0,o,NA,NA,451,NA,1,1
27166,2,3,1,repeat,update,0,x,NA,NA,799,NA,1,1
27166,2,4,1,repeat,update,0,o,NA,NA,1091,NA,1,1
27166,2,5,1,repeat,update,0,x,NA,NA,718,NA,1,1
27166,2,6,1,repeat,update,1,x,NA,NA,718,1016,NA,1
27166,3,1,1,repeat,update,0,x,NA,NA,749,NA,1,1
27166,3,2,1,repeat,update,0,o,NA,NA,743,NA,1,1
27166,3,3,1,repeat,update,0,o,NA,NA,542,NA,1,1
27166,3,4,1,repeat,update,0,o,NA,NA,495,NA,1,1
27166,3,5,1,switch,no_update,0,o,NA,NA,711,NA,1,1
27166,3,6,1,repeat,no_update,0,o,NA,NA,619,NA,1,1
27166,3,7,1,switch,update,0,o,NA,NA,675,NA,1,1
27166,3,8,1,switch,no_update,0,o,NA,NA,517,NA,1,1
27166,3,9,1,switch,update,0,x,NA,NA,862,NA,1,1
27166,3,10,1,repeat,update,0,o,NA,NA,1123,NA,1,1
27166,3,11,1,repeat,update,0,x,NA,NA,936,NA,1,1
27166,3,12,1,switch,no_update,0,o,NA,NA,900,NA,1,1
27166,3,13,1,switch,no_update,1,x,NA,NA,900,1273,NA,1
27166,4,1,1,repeat,update,0,x,NA,NA,1014,NA,1,1
27166,4,2,1,switch,no_update,0,o,NA,NA,519,NA,1,1
27166,4,3,1,repeat,no_update,0,x,NA,NA,983,NA,1,1
27166,4,4,1,repeat,no_update,0,o,NA,NA,1135,NA,1,1
27166,4,5,1,repeat,no_update,0,x,NA,NA,829,NA,1,1
27166,4,6,1,repeat,no_update,0,x,NA,NA,578,NA,1,1
27166,4,7,1,repeat,no_update,1,x,NA,NA,578,978,NA,1
27166,5,1,1,switch,no_update,0,x,NA,NA,2607,NA,1,1
27166,5,2,1,switch,update,0,x,NA,NA,943,NA,1,1
27166,5,3,1,switch,update,1,o,NA,NA,943,908,NA,1
27166,6,1,1,repeat,update,0,o,NA,NA,1345,NA,1,1
27166,6,2,1,switch,no_update,0,o,NA,NA,590,NA,1,1
27166,6,3,1,switch,update,0,o,NA,NA,740,NA,1,1
27166,6,4,1,switch,no_update,0,o,NA,NA,551,NA,1,1
27166,6,5,1,switch,update,0,x,NA,NA,942,NA,1,1
27166,6,6,1,switch,no_update,0,x,NA,NA,720,NA,1,1
27166,6,7,1,switch,update,0,x,NA,NA,666,NA,1,1
27166,6,8,1,switch,no_update,0,x,NA,NA,836,NA,1,1
27166,6,9,1,switch,update,0,x,NA,NA,639,NA,1,1
27166,6,10,1,switch,no_update,0,o,NA,NA,1046,NA,1,1
27166,6,11,1,switch,update,0,o,NA,NA,945,NA,1,1
27166,6,12,1,repeat,update,0,o,NA,NA,648,NA,1,1
27166,6,13,1,switch,no_update,0,x,NA,NA,828,NA,1,1
27166,6,14,1,repeat,no_update,0,o,NA,NA,894,NA,1,1
27166,6,15,1,repeat,no_update,0,x,NA,NA,748,NA,1,1
27166,6,16,1,switch,update,0,x,NA,NA,1103,NA,1,1
27166,6,17,1,repeat,update,0,o,NA,NA,937,NA,1,1
27166,6,18,1,switch,no_update,0,o,NA,NA,1002,NA,1,1
27166,6,19,1,switch,no_update,1,x,NA,NA,1002,1493,NA,1
27166,7,1,1,repeat,update,0,o,NA,NA,1142,NA,1,1
27166,7,2,1,switch,no_update,0,o,NA,NA,821,NA,1,1
27166,7,3,1,repeat,no_update,0,o,NA,NA,473,NA,1,1
27166,7,4,1,switch,update,0,x,NA,NA,881,NA,1,1
27166,7,5,1,switch,no_update,0,x,NA,NA,951,NA,1,1
27166,7,6,1,repeat,no_update,0,x,NA,NA,522,NA,1,1
27166,7,7,1,repeat,no_update,0,x,NA,NA,466,NA,1,1
27166,7,8,1,repeat,no_update,0,x,NA,NA,476,NA,1,1
27166,7,9,1,switch,update,0,x,NA,NA,602,NA,1,1
27166,7,10,1,switch,no_update,0,o,NA,NA,871,NA,1,1
27166,7,11,1,repeat,no_update,0,o,NA,NA,439,NA,1,1
27166,7,12,1,switch,update,0,o,NA,NA,592,NA,1,1
27166,7,13,1,repeat,update,0,x,NA,NA,653,NA,1,1
27166,7,14,1,repeat,update,0,x,NA,NA,504,NA,1,1
27166,7,15,1,switch,no_update,0,o,NA,NA,731,NA,1,1
27166,7,16,1,repeat,no_update,0,x,NA,NA,485,NA,0,1
27166,7,17,1,repeat,no_update,0,x,NA,NA,1373,NA,1,1
27166,7,18,1,switch,update,0,o,NA,NA,1651,NA,1,1
27166,7,19,1,switch,no_update,0,x,NA,NA,2701,NA,1,1
27166,7,20,1,repeat,no_update,0,o,NA,NA,1462,NA,1,1
27166,7,21,1,switch,update,0,o,NA,NA,690,NA,1,1
27166,7,22,1,switch,no_update,0,o,NA,NA,844,NA,1,1
27166,7,23,1,switch,no_update,1,o,NA,NA,844,1040,NA,1
27166,8,1,1,switch,no_update,0,x,NA,NA,1028,NA,1,1
27166,8,2,1,repeat,no_update,0,o,NA,NA,3110,NA,1,1
27166,8,3,1,repeat,no_update,0,x,NA,NA,1192,NA,1,1
27166,8,4,1,switch,update,0,o,NA,NA,1003,NA,1,1
27166,8,5,1,repeat,update,0,o,NA,NA,678,NA,1,1
27166,8,6,1,repeat,update,0,o,NA,NA,454,NA,1,1
27166,8,7,1,repeat,update,1,o,NA,NA,454,1000,NA,1
27166,9,1,1,repeat,update,0,x,NA,NA,867,NA,1,1
27166,9,2,1,switch,no_update,0,x,NA,NA,1068,NA,1,1
27166,9,3,1,repeat,no_update,0,x,NA,NA,509,NA,1,1
27166,9,4,1,repeat,no_update,0,x,NA,NA,402,NA,1,1
27166,9,5,1,switch,update,0,o,NA,NA,574,NA,1,1
27166,9,6,1,repeat,update,0,o,NA,NA,490,NA,1,1
27166,9,7,1,repeat,update,0,x,NA,NA,632,NA,1,1
27166,9,8,1,repeat,update,0,o,NA,NA,737,NA,1,1
27166,9,9,1,repeat,update,0,x,NA,NA,542,NA,1,1
27166,9,10,1,repeat,update,0,o,NA,NA,792,NA,1,1
27166,9,11,1,repeat,update,0,o,NA,NA,575,NA,1,1
27166,9,12,1,repeat,update,0,x,NA,NA,493,NA,1,1
27166,9,13,1,switch,no_update,0,x,NA,NA,941,NA,1,1
27166,9,14,1,switch,update,0,x,NA,NA,573,NA,1,1
27166,9,15,1,repeat,update,0,x,NA,NA,428,NA,1,1
27166,9,16,1,switch,no_update,0,x,NA,NA,465,NA,1,1
27166,9,17,1,switch,no_update,1,o,NA,NA,465,1348,NA,1
27166,10,1,1,repeat,update,0,o,NA,NA,1163,NA,1,1
27166,10,2,1,repeat,update,0,x,NA,NA,619,NA,1,1
27166,10,3,1,repeat,update,0,x,NA,NA,457,NA,1,1
27166,10,4,1,switch,no_update,0,o,NA,NA,908,NA,1,1
27166,10,5,1,switch,update,0,o,NA,NA,951,NA,0,1
27166,10,6,1,repeat,update,0,o,NA,NA,587,NA,1,1
27166,10,7,1,repeat,update,0,x,NA,NA,2068,NA,1,1
27166,10,8,1,repeat,update,0,o,NA,NA,1080,NA,1,1
27166,10,9,1,repeat,update,0,x,NA,NA,1017,NA,1,1
27166,10,10,1,repeat,update,1,o,NA,NA,1017,886,NA,1
27166,11,1,1,repeat,update,0,x,NA,NA,2146,NA,1,1
27166,11,2,1,switch,no_update,0,x,NA,NA,926,NA,1,1
27166,11,3,1,repeat,no_update,0,x,NA,NA,473,NA,1,1
27166,11,4,1,repeat,no_update,0,o,NA,NA,381,NA,0,1
27166,11,5,1,switch,update,0,o,NA,NA,992,NA,1,1
27166,11,6,1,repeat,update,0,x,NA,NA,1137,NA,1,1
27166,11,7,1,repeat,update,0,x,NA,NA,979,NA,1,1
27166,11,8,1,switch,no_update,0,x,NA,NA,1404,NA,1,1
27166,11,9,1,repeat,no_update,0,o,NA,NA,883,NA,1,1
27166,11,10,1,repeat,no_update,0,o,NA,NA,653,NA,1,1
27166,11,11,1,switch,update,0,x,NA,NA,757,NA,1,1
27166,11,12,1,switch,no_update,0,x,NA,NA,704,NA,1,1
27166,11,13,1,switch,update,0,x,NA,NA,605,NA,1,1
27166,11,14,1,switch,no_update,0,o,NA,NA,878,NA,1,1
27166,11,15,1,repeat,no_update,0,o,NA,NA,775,NA,1,1
27166,11,16,1,switch,update,0,x,NA,NA,896,NA,1,1
27166,11,17,1,switch,no_update,0,x,NA,NA,654,NA,1,1
27166,11,18,1,switch,update,0,o,NA,NA,837,NA,1,1
27166,11,19,1,repeat,update,0,o,NA,NA,976,NA,1,1
27166,11,20,1,repeat,update,0,o,NA,NA,742,NA,1,1
27166,11,21,1,repeat,update,1,o,NA,NA,742,964,NA,1
27166,12,1,1,repeat,update,0,x,NA,NA,871,NA,1,1
27166,12,2,1,switch,no_update,0,x,NA,NA,552,NA,1,1
27166,12,3,1,repeat,no_update,0,o,NA,NA,648,NA,1,1
27166,12,4,1,switch,update,0,o,NA,NA,910,NA,1,1
27166,12,5,1,repeat,update,0,o,NA,NA,1002,NA,1,1
27166,12,6,1,switch,no_update,0,x,NA,NA,820,NA,1,1
27166,12,7,1,switch,update,0,x,NA,NA,630,NA,1,1
27166,12,8,1,switch,no_update,0,o,NA,NA,1311,NA,1,1
27166,12,9,1,repeat,no_update,0,o,NA,NA,501,NA,1,1
27166,12,10,1,switch,update,0,x,NA,NA,526,NA,1,1
27166,12,11,1,switch,no_update,0,x,NA,NA,496,NA,1,1
27166,12,12,1,repeat,no_update,0,x,NA,NA,369,NA,1,1
27166,12,13,1,switch,update,0,x,NA,NA,470,NA,1,1
27166,12,14,1,repeat,update,0,x,NA,NA,361,NA,1,1
27166,12,15,1,repeat,update,1,o,NA,NA,361,794,NA,1
27166,13,1,1,switch,no_update,0,x,NA,NA,758,NA,1,1
27166,13,2,1,switch,update,0,x,NA,NA,552,NA,1,1
27166,13,3,1,repeat,update,0,o,NA,NA,702,NA,1,1
27166,13,4,1,switch,no_update,0,x,NA,NA,1019,NA,1,1
27166,13,5,1,repeat,no_update,0,x,NA,NA,503,NA,1,1
27166,13,6,1,repeat,no_update,0,o,NA,NA,829,NA,1,1
27166,13,7,1,repeat,no_update,1,x,NA,NA,829,820,NA,1
27166,14,1,1,repeat,update,0,x,NA,NA,1051,NA,1,1
27166,14,2,1,switch,no_update,0,o,NA,NA,1333,NA,1,1
27166,14,3,1,repeat,no_update,0,o,NA,NA,489,NA,1,1
27166,14,4,1,switch,update,0,o,NA,NA,1761,NA,1,1
27166,14,5,1,switch,update,1,x,NA,NA,1761,810,NA,1
27166,15,1,1,repeat,update,0,x,NA,NA,1271,NA,1,1
27166,15,2,1,switch,no_update,0,o,NA,NA,1962,NA,1,1
27166,15,3,1,switch,update,0,x,NA,NA,625,NA,1,1
27166,15,4,1,switch,no_update,0,x,NA,NA,623,NA,1,1
27166,15,5,1,repeat,no_update,0,o,NA,NA,1284,NA,1,1
27166,15,6,1,repeat,no_update,1,x,NA,NA,1284,1247,NA,1
27166,16,1,1,switch,no_update,0,o,NA,NA,2431,NA,1,1
27166,16,2,1,switch,update,0,x,NA,NA,1224,NA,1,1
27166,16,3,1,repeat,update,0,o,NA,NA,1584,NA,1,1
27166,16,4,1,switch,no_update,0,o,NA,NA,1069,NA,1,1
27166,16,5,1,repeat,no_update,0,o,NA,NA,501,NA,1,1
27166,16,6,1,switch,update,0,o,NA,NA,663,NA,1,1
27166,16,7,1,repeat,update,0,o,NA,NA,451,NA,1,1
27166,16,8,1,switch,no_update,0,x,NA,NA,611,NA,1,1
27166,16,9,1,switch,update,0,o,NA,NA,714,NA,1,1
27166,16,10,1,repeat,update,0,o,NA,NA,808,NA,1,1
27166,16,11,1,repeat,update,0,x,NA,NA,873,NA,1,1
27166,16,12,1,switch,no_update,0,o,NA,NA,870,NA,1,1
27166,16,13,1,repeat,no_update,0,o,NA,NA,533,NA,1,1
27166,16,14,1,switch,update,0,o,NA,NA,788,NA,1,1
27166,16,15,1,switch,no_update,0,x,NA,NA,700,NA,1,1
27166,16,16,1,repeat,no_update,0,o,NA,NA,648,NA,0,1
27166,16,17,1,switch,update,0,x,NA,NA,17,NA,1,1
27166,16,18,1,repeat,update,0,o,NA,NA,1431,NA,1,1
27166,16,19,1,switch,no_update,0,x,NA,NA,1365,NA,1,1
27166,16,20,1,repeat,no_update,0,x,NA,NA,1165,NA,1,1
27166,16,21,1,switch,update,0,x,NA,NA,707,NA,1,1
27166,16,22,1,repeat,update,0,x,NA,NA,1086,NA,1,1
27166,16,23,1,repeat,update,0,x,NA,NA,519,NA,1,1
27166,16,24,1,switch,no_update,0,o,NA,NA,756,NA,1,1
27166,16,25,1,repeat,no_update,0,x,NA,NA,849,NA,1,1
27166,16,26,1,repeat,no_update,0,o,NA,NA,798,NA,1,1
27166,16,27,1,switch,update,0,x,NA,NA,1046,NA,1,1
27166,16,28,1,switch,no_update,0,x,NA,NA,729,NA,1,1
27166,16,29,1,repeat,no_update,0,x,NA,NA,432,NA,1,1
27166,16,30,1,repeat,no_update,0,o,NA,NA,474,NA,1,1
27166,16,31,1,repeat,no_update,1,o,NA,NA,474,979,NA,1
27166,17,1,1,repeat,update,0,x,NA,NA,1018,NA,1,1
27166,17,2,1,switch,no_update,0,o,NA,NA,968,NA,1,1
27166,17,3,1,repeat,no_update,0,o,NA,NA,408,NA,1,1
27166,17,4,1,repeat,no_update,0,x,NA,NA,745,NA,1,1
27166,17,5,1,repeat,no_update,0,x,NA,NA,661,NA,1,1
27166,17,6,1,repeat,no_update,1,o,NA,NA,661,717,NA,1
27166,18,1,1,switch,no_update,0,x,NA,NA,1300,NA,1,1
27166,18,2,1,repeat,no_update,0,x,NA,NA,507,NA,1,1
27166,18,3,1,switch,update,0,x,NA,NA,1618,NA,1,1
27166,18,4,1,repeat,update,0,x,NA,NA,421,NA,1,1
27166,18,5,1,switch,no_update,0,o,NA,NA,625,NA,1,1
27166,18,6,1,repeat,no_update,0,x,NA,NA,795,NA,0,1
27166,18,7,1,switch,update,0,o,NA,NA,827,NA,0,1
27166,18,8,1,switch,no_update,0,o,NA,NA,586,NA,1,1
27166,18,9,1,repeat,no_update,0,o,NA,NA,1400,NA,1,1
27166,18,10,1,repeat,no_update,0,o,NA,NA,468,NA,1,1
27166,18,11,1,switch,update,0,x,NA,NA,693,NA,1,1
27166,18,12,1,repeat,update,0,o,NA,NA,1115,NA,1,1
27166,18,13,1,repeat,update,0,o,NA,NA,554,NA,1,1
27166,18,14,1,switch,no_update,0,x,NA,NA,795,NA,1,1
27166,18,15,1,repeat,no_update,0,x,NA,NA,425,NA,1,1
27166,18,16,1,switch,update,0,x,NA,NA,802,NA,1,1
27166,18,17,1,repeat,update,0,o,NA,NA,592,NA,1,1
27166,18,18,1,repeat,update,0,x,NA,NA,919,NA,1,1
27166,18,19,1,repeat,update,1,o,NA,NA,919,720,NA,1
27166,19,1,1,switch,no_update,0,o,NA,NA,2714,NA,1,0
27166,19,2,1,switch,no_update,1,x,NA,NA,2714,785,NA,0
27166,20,1,1,repeat,update,0,x,NA,NA,1307,NA,1,1
27166,20,2,1,switch,no_update,0,o,NA,NA,1422,NA,1,1
27166,20,3,1,repeat,no_update,0,x,NA,NA,956,NA,1,1
27166,20,4,1,repeat,no_update,0,o,NA,NA,613,NA,0,1
27166,20,5,1,repeat,no_update,0,o,NA,NA,618,NA,1,1
27166,20,6,1,switch,update,0,x,NA,NA,739,NA,1,1
27166,20,7,1,repeat,update,0,o,NA,NA,1098,NA,1,1
27166,20,8,1,switch,no_update,0,x,NA,NA,746,NA,1,1
27166,20,9,1,repeat,no_update,0,x,NA,NA,938,NA,1,1
27166,20,10,1,switch,update,0,o,NA,NA,693,NA,1,1
27166,20,11,1,repeat,update,0,o,NA,NA,1243,NA,1,1
27166,20,12,1,switch,no_update,0,o,NA,NA,843,NA,1,1
27166,20,13,1,repeat,no_update,0,x,NA,NA,564,NA,1,1
27166,20,14,1,switch,update,0,x,NA,NA,890,NA,1,1
27166,20,15,1,repeat,update,0,x,NA,NA,530,NA,1,1
27166,20,16,1,repeat,update,0,x,NA,NA,516,NA,1,1
27166,20,17,1,switch,no_update,0,o,NA,NA,535,NA,1,1
27166,20,18,1,repeat,no_update,0,o,NA,NA,603,NA,1,1
27166,20,19,1,repeat,no_update,0,x,NA,NA,755,NA,1,1
27166,20,20,1,repeat,no_update,0,o,NA,NA,641,NA,1,1
27166,20,21,1,repeat,no_update,0,x,NA,NA,760,NA,1,1
27166,20,22,1,repeat,no_update,0,x,NA,NA,814,NA,1,1
27166,20,23,1,repeat,no_update,0,o,NA,NA,848,NA,1,1
27166,20,24,1,repeat,no_update,0,o,NA,NA,746,NA,1,1
27166,20,25,1,switch,update,0,x,NA,NA,983,NA,1,1
27166,20,26,1,repeat,update,0,x,NA,NA,449,NA,1,1
27166,20,27,1,switch,no_update,0,x,NA,NA,1378,NA,1,1
27166,20,28,1,repeat,no_update,0,o,NA,NA,580,NA,1,1
27166,20,29,1,switch,update,0,x,NA,NA,648,NA,1,1
27166,20,30,1,switch,no_update,0,o,NA,NA,671,NA,1,1
27166,20,31,1,repeat,no_update,0,x,NA,NA,717,NA,1,1
27166,20,32,1,repeat,no_update,0,o,NA,NA,489,NA,1,1
27166,20,33,1,repeat,no_update,1,x,NA,NA,489,770,NA,1
27166,21,1,1,switch,no_update,0,o,NA,NA,2232,NA,1,0
27166,21,2,1,repeat,no_update,0,x,NA,NA,664,NA,1,0
27166,21,3,1,repeat,no_update,0,o,NA,NA,726,NA,1,0
27166,21,4,1,repeat,no_update,1,x,NA,NA,726,963,NA,0
27166,22,1,1,switch,no_update,0,x,NA,NA,2200,NA,1,1
27166,22,2,1,repeat,no_update,0,x,NA,NA,485,NA,1,1
27166,22,3,1,switch,update,0,x,NA,NA,1357,NA,1,1
27166,22,4,1,switch,no_update,0,x,NA,NA,546,NA,1,1
27166,22,5,1,switch,update,0,x,NA,NA,509,NA,1,1
27166,22,6,1,switch,no_update,0,o,NA,NA,720,NA,1,1
27166,22,7,1,repeat,no_update,0,o,NA,NA,688,NA,1,1
27166,22,8,1,switch,update,0,x,NA,NA,507,NA,1,1
27166,22,9,1,repeat,update,0,x,NA,NA,859,NA,1,1
27166,22,10,1,switch,no_update,0,x,NA,NA,477,NA,1,1
27166,22,11,1,switch,update,0,x,NA,NA,568,NA,1,1
27166,22,12,1,switch,no_update,0,x,NA,NA,617,NA,1,1
27166,22,13,1,switch,update,0,x,NA,NA,445,NA,1,1
27166,22,14,1,repeat,update,0,x,NA,NA,335,NA,1,1
27166,22,15,1,switch,no_update,0,o,NA,NA,546,NA,1,1
27166,22,16,1,repeat,no_update,0,x,NA,NA,397,NA,0,1
27166,22,17,1,switch,update,0,x,NA,NA,502,NA,1,1
27166,22,18,1,repeat,update,0,o,NA,NA,666,NA,1,1
27166,22,19,1,repeat,update,0,x,NA,NA,808,NA,1,1
27166,22,20,1,repeat,update,0,o,NA,NA,683,NA,1,1
27166,22,21,1,repeat,update,0,o,NA,NA,464,NA,1,1
27166,22,22,1,switch,no_update,0,o,NA,NA,763,NA,1,1
27166,22,23,1,switch,update,0,o,NA,NA,670,NA,1,1
27166,22,24,1,switch,no_update,0,o,NA,NA,468,NA,1,1
27166,22,25,1,switch,no_update,1,o,NA,NA,468,854,NA,1
27166,23,1,1,switch,no_update,0,x,NA,NA,1262,NA,1,1
27166,23,2,1,switch,update,0,x,NA,NA,504,NA,1,1
27166,23,3,1,switch,no_update,0,x,NA,NA,446,NA,1,1
27166,23,4,1,switch,update,0,x,NA,NA,465,NA,1,1
27166,23,5,1,repeat,update,0,x,NA,NA,419,NA,1,1
27166,23,6,1,switch,no_update,0,x,NA,NA,567,NA,1,1
27166,23,7,1,repeat,no_update,0,x,NA,NA,361,NA,1,1
27166,23,8,1,repeat,no_update,0,x,NA,NA,351,NA,1,1
27166,23,9,1,switch,update,0,x,NA,NA,354,NA,1,1
27166,23,10,1,repeat,update,0,x,NA,NA,260,NA,1,1
27166,23,11,1,switch,no_update,0,o,NA,NA,575,NA,1,1
27166,23,12,1,switch,update,0,x,NA,NA,444,NA,1,1
27166,23,13,1,repeat,update,0,x,NA,NA,390,NA,1,1
27166,23,14,1,repeat,update,0,x,NA,NA,344,NA,1,1
27166,23,15,1,repeat,update,0,o,NA,NA,320,NA,0,1
27166,23,16,1,switch,no_update,0,o,NA,NA,825,NA,1,1
27166,23,17,1,repeat,no_update,0,x,NA,NA,583,NA,1,1
27166,23,18,1,switch,update,0,o,NA,NA,554,NA,1,1
27166,23,19,1,repeat,update,0,o,NA,NA,440,NA,1,1
27166,23,20,1,repeat,update,0,o,NA,NA,393,NA,1,1
27166,23,21,1,switch,no_update,0,o,NA,NA,594,NA,1,1
27166,23,22,1,switch,update,0,o,NA,NA,353,NA,1,1
27166,23,23,1,switch,update,1,x,NA,NA,353,774,NA,1
27166,24,1,1,repeat,update,0,x,NA,NA,436,NA,1,1
27166,24,2,1,repeat,update,1,x,NA,NA,436,994,NA,1
27166,0,1,2,switch,no_update,0,x,left,switch,2750,NA,1,1
27166,0,2,2,repeat,no_update,0,o,left,repeat,744,NA,0,1
27166,0,3,2,switch,update,0,x,left,repeat,1293,NA,1,1
27166,0,4,2,repeat,update,0,o,left,repeat,664,NA,1,1
27166,0,5,2,switch,no_update,0,o,left,repeat,705,NA,1,1
27166,0,6,2,switch,no_update,1,o,right,switch,705,1080,NA,1
27166,0,7,2,switch,no_update,1,o,right,repeat,705,1105,NA,1
27166,1,1,2,repeat,update,0,o,right,repeat,1989,NA,1,0
27166,1,2,2,switch,no_update,0,o,right,repeat,649,NA,1,0
27166,1,3,2,switch,update,0,x,left,switch,880,NA,1,0
27166,1,4,2,repeat,update,0,x,left,repeat,1169,NA,1,0
27166,1,5,2,repeat,update,0,x,right,switch,1177,NA,0,0
27166,1,6,2,repeat,update,0,o,right,repeat,2250,NA,1,0
27166,1,7,2,repeat,update,0,x,left,switch,1596,NA,1,0
27166,1,8,2,repeat,update,0,o,right,switch,1412,NA,1,0
27166,1,9,2,repeat,update,0,o,left,switch,834,NA,1,0
27166,1,10,2,repeat,update,0,x,right,switch,1492,NA,1,0
27166,1,11,2,repeat,update,0,x,right,repeat,837,NA,1,0
27166,1,12,2,repeat,update,0,o,right,repeat,706,NA,1,0
27166,1,13,2,repeat,update,0,x,left,switch,2010,NA,1,0
27166,1,14,2,switch,no_update,0,o,right,switch,2872,NA,1,0
27166,1,15,2,repeat,no_update,0,o,right,repeat,553,NA,1,0
27166,1,16,2,repeat,no_update,0,o,left,switch,694,NA,1,0
27166,1,17,2,switch,update,0,o,right,switch,749,NA,0,0
27166,1,18,2,switch,no_update,0,o,left,switch,1756,NA,1,0
27166,1,19,2,switch,update,0,x,right,switch,927,NA,1,0
27166,1,20,2,repeat,update,0,x,right,repeat,551,NA,1,0
27166,1,21,2,switch,no_update,0,o,right,repeat,969,NA,1,0
27166,1,22,2,repeat,no_update,0,o,left,switch,548,NA,1,0
27166,1,23,2,repeat,no_update,0,x,left,repeat,714,NA,0,0
27166,1,24,2,repeat,no_update,0,x,left,repeat,319,NA,0,0
27166,1,25,2,repeat,no_update,0,o,right,switch,1517,NA,1,0
27166,1,26,2,repeat,no_update,0,o,left,switch,834,NA,1,0
27166,1,27,2,repeat,no_update,0,o,right,switch,1032,NA,1,0
27166,1,28,2,switch,update,0,x,left,switch,678,NA,1,0
27166,1,29,2,switch,no_update,0,o,left,repeat,1860,NA,1,0
27166,1,30,2,repeat,no_update,0,x,left,repeat,1314,NA,1,0
27166,1,31,2,repeat,no_update,0,x,right,switch,709,NA,1,0
27166,1,32,2,repeat,no_update,1,x,left,switch,709,1756,NA,0
27166,1,33,2,repeat,no_update,1,x,left,repeat,709,1261,NA,0
27166,2,1,2,switch,no_update,0,x,left,repeat,1144,NA,1,0
27166,2,2,2,repeat,no_update,0,o,left,repeat,1290,NA,1,0
27166,2,3,2,repeat,no_update,0,x,right,switch,913,NA,1,0
27166,2,4,2,repeat,no_update,0,x,left,switch,894,NA,1,0
27166,2,5,2,repeat,no_update,0,o,left,repeat,917,NA,1,0
27166,2,6,2,repeat,no_update,0,o,left,repeat,493,NA,1,0
27166,2,7,2,switch,update,0,o,left,repeat,2292,NA,1,0
27166,2,8,2,repeat,update,0,o,left,repeat,708,NA,1,0
27166,2,9,2,switch,no_update,0,x,left,repeat,626,NA,1,0
27166,2,10,2,repeat,no_update,0,x,right,switch,1717,NA,1,0
27166,2,11,2,repeat,no_update,1,o,left,switch,1717,2926,NA,0
27166,2,12,2,repeat,no_update,1,o,left,repeat,1717,299,NA,0
27166,3,1,2,repeat,update,0,o,right,switch,1979,NA,1,1
27166,3,2,2,repeat,update,0,o,right,repeat,1154,NA,1,1
27166,3,3,2,repeat,update,1,x,right,repeat,1154,821,NA,1
27166,3,4,2,repeat,update,1,x,right,repeat,1154,796,NA,1
27166,4,1,2,switch,no_update,0,x,left,switch,1103,NA,1,1
27166,4,2,2,switch,update,0,o,left,repeat,1773,NA,1,1
27166,4,3,2,switch,no_update,0,o,left,repeat,589,NA,1,1
27166,4,4,2,repeat,no_update,0,o,right,switch,554,NA,1,1
27166,4,5,2,repeat,no_update,0,x,right,repeat,841,NA,1,1
27166,4,6,2,repeat,no_update,0,x,left,switch,1043,NA,1,1
27166,4,7,2,switch,update,0,o,right,switch,3334,NA,1,1
27166,4,8,2,switch,no_update,0,o,left,switch,1925,NA,0,1
27166,4,9,2,switch,update,0,x,left,repeat,1113,NA,1,1
27166,4,10,2,switch,no_update,0,o,right,switch,1407,NA,1,1
27166,4,11,2,repeat,no_update,0,x,left,switch,800,NA,1,1
27166,4,12,2,switch,update,0,x,right,switch,1410,NA,1,1
27166,4,13,2,repeat,update,0,x,right,repeat,2030,NA,1,1
27166,4,14,2,switch,no_update,0,o,left,switch,1076,NA,1,1
27166,4,15,2,switch,update,0,o,right,switch,1884,NA,1,1
27166,4,16,2,switch,no_update,0,o,right,repeat,935,NA,1,1
27166,4,17,2,repeat,no_update,0,x,right,repeat,734,NA,1,1
27166,4,18,2,repeat,no_update,0,x,left,switch,1041,NA,1,1
27166,4,19,2,switch,update,0,o,right,switch,1754,NA,1,1
27166,4,20,2,repeat,update,0,o,right,repeat,625,NA,1,1
27166,4,21,2,switch,no_update,0,o,left,switch,1178,NA,0,1
27166,4,22,2,switch,update,0,x,right,switch,2072,NA,1,1
27166,4,23,2,switch,no_update,0,o,left,switch,1837,NA,1,1
27166,4,24,2,switch,update,0,x,right,switch,617,NA,1,1
27166,4,25,2,switch,no_update,0,x,right,repeat,560,NA,1,1
27166,4,26,2,switch,no_update,1,x,right,repeat,560,862,NA,1
27166,4,27,2,switch,no_update,1,x,right,repeat,560,246,NA,1
27166,5,1,2,repeat,update,0,o,right,repeat,1723,NA,1,1
27166,5,2,2,repeat,update,0,o,left,switch,526,NA,1,1
